institute_type,department,program,academic_year,semester,course_title,course_type,topics,tools_technologies,programming_languages,math_foundation,bloom_level,credits,project_required,generation_method,is_synthetic
IIT,DS,B.Tech,2019-2020,6,Applied Image Processing,Elective,Image Processing;Embeddings;CNN;EDA;Arrays,HuggingFace,Java,Basic Math,Apply,3,Yes,job_reverse_mapping,True
IIIT,DS,B.Tech,2020-2021,8,Foundations of Normalization,Core,Normalization;Transformers;RNN;Classification,NLTK;Scikit-learn;Pandas,C++,Basic Math,Create,4,Yes,job_reverse_mapping,True
NIT,CSE,B.Tech,2021-2022,8,Applied Embeddings,Elective,Embeddings;Linked Lists;Transformers,AWS,Java,Logic,Analyze,6,Yes,job_reverse_mapping,True
IIT,DS,B.Tech,2018-2019,2,Introduction to Image Processing,Core,Image Processing;Deployment;Graphs,Python;HuggingFace;Git,Python,Discrete Math,Create,4,No,job_reverse_mapping,True
IIIT,DS,B.Tech,2021-2022,8,Introduction to HDFS,Core,HDFS;RNN;Trees;Regression,AWS;TensorFlow;Docker,Java,Logic,Analyze,3,Yes,job_reverse_mapping,True
IIT,DS,B.Tech,2022-2023,7,Applied Arrays,Elective,Arrays;Clustering;RNN,Python;Scikit-learn,Python,Basic Math,Apply,6,Yes,job_reverse_mapping,True
IIT,DS,B.Tech,2020-2021,3,Foundations of Deployment,Core,Deployment;Dynamic Programming;Classification;CNN,Java,Python,Probability,Understand,4,No,job_reverse_mapping,True
IIT,AI,B.Tech,2024-2025,6,Foundations of Data Pipelines,Core,Data Pipelines;Classification;CNN;Regression,Scikit-learn;SQL,Java,Discrete Math,Create,3,Yes,job_reverse_mapping,True
IIT,CSE,B.Tech,2021-2022,4,Advanced Linked Lists,Core,Linked Lists;Normalization;Visualization;SQL;Classification;HDFS,AWS;Pandas,C++,Linear Algebra,Understand,4,No,job_reverse_mapping,True
IIT,AI,B.Tech,2023-2024,6,Foundations of Indexing,Core,Indexing;Classification;Trees;Embeddings;Transformers,Scikit-learn;Git,Java,Statistics,Create,3,Yes,job_reverse_mapping,True
NIT,AI,B.Tech,2020-2021,6,Foundations of Trees,Elective,Trees;Indexing;HDFS;CNN;Clustering,Java;OpenCV;Pandas,Python,Basic Math,Analyze,3,Yes,job_reverse_mapping,True
IIIT,AI,B.Tech,2019-2020,4,Foundations of Cloud Computing,Core,Cloud Computing;Arrays;Dynamic Programming;Embeddings,Python,Python,Logic,Apply,6,No,job_reverse_mapping,True
IIT,AI,B.Tech,2023-2024,5,Foundations of Spark,Core,Spark;Indexing;Regression;Embeddings;Dynamic Programming,HuggingFace;Spark;OpenCV,C++,Statistics,Apply,4,Yes,job_reverse_mapping,True
IIT,DS,B.Tech,2021-2022,6,Introduction to Spark,Core,Spark;RNN;Arrays;Tokenization;Linked Lists,Pandas;Python;PyTorch,Python,Linear Algebra,Understand,3,Yes,job_reverse_mapping,True
IIIT,AI,B.Tech,2020-2021,4,Advanced Indexing,Core,Indexing;Trees;Graphs,Docker;PyTorch,Java,Statistics,Create,4,No,job_reverse_mapping,True
IIIT,CSE,B.Tech,2019-2020,6,Advanced Spark,Core,Spark;Data Pipelines;EDA;Graphs;Tokenization,NLTK;Pandas,Python,Linear Algebra,Apply,3,Yes,job_reverse_mapping,True
NIT,CSE,B.Tech,2023-2024,2,Applied EDA,Elective,EDA;SQL;CNN,Java;SQL;Pandas,Python,Statistics,Analyze,3,No,job_reverse_mapping,True
IIIT,CSE,B.Tech,2020-2021,7,Advanced Data Pipelines,Core,Data Pipelines;Dynamic Programming;Cloud Computing;Visualization;Linked Lists,Spark;HuggingFace;PyTorch,C++,Linear Algebra,Understand,3,Yes,job_reverse_mapping,True
NIT,AI,B.Tech,2019-2020,7,Advanced Arrays,Elective,Arrays;Cloud Computing;Tokenization;Transformers;Classification,Pandas;Spark;AWS,Python,Probability,Create,3,Yes,job_reverse_mapping,True
IIIT,AI,B.Tech,2023-2024,5,Applied RNN,Core,RNN;Regression;Neural Networks;Tokenization;Deployment,Docker;OpenCV;Java,Java,Statistics,Understand,6,Yes,job_reverse_mapping,True
NIT,AI,B.Tech,2019-2020,2,Introduction to Normalization,Elective,Normalization;Graphs;Image Processing;EDA,Python;Pandas,Python,Logic,Understand,6,No,job_reverse_mapping,True
IIIT,DS,B.Tech,2019-2020,7,Applied Dynamic Programming,Core,Dynamic Programming;Data Pipelines;Clustering;Deployment,SQL,Python,Logic,Understand,6,Yes,job_reverse_mapping,True
IIIT,DS,B.Tech,2020-2021,4,Advanced Transformers,Core,Transformers;Regression;Graphs;Data Pipelines,OpenCV,Python,Logic,Create,3,No,job_reverse_mapping,True
NIT,CSE,B.Tech,2020-2021,1,Foundations of CNN,Elective,CNN;SQL;Embeddings;Indexing;Tokenization;Normalization,Python;NLTK,Python,Basic Math,Analyze,3,No,job_reverse_mapping,True
IIT,CSE,B.Tech,2023-2024,2,Introduction to Deployment,Core,Deployment;Indexing;Dynamic Programming,Docker,Python,Statistics,Create,6,No,job_reverse_mapping,True
IIIT,DS,B.Tech,2019-2020,4,Advanced Trees,Core,Trees;Clustering;Neural Networks;Dynamic Programming;SQL,NLTK,Java,Linear Algebra,Analyze,4,No,job_reverse_mapping,True
NIT,AI,B.Tech,2018-2019,2,Foundations of Embeddings,Elective,Embeddings;Graphs;Deployment;HDFS;Spark,SQL;OpenCV,C++,Discrete Math,Analyze,4,No,job_reverse_mapping,True
IIIT,DS,B.Tech,2018-2019,7,Introduction to Graphs,Elective,Graphs;HDFS;Normalization;Indexing;Cloud Computing,Spark,C++,Logic,Understand,3,Yes,job_reverse_mapping,True
IIT,AI,B.Tech,2023-2024,6,Applied Data Pipelines,Elective,Data Pipelines;Tokenization;EDA;Indexing,C++;OpenCV,Python,Logic,Analyze,4,Yes,job_reverse_mapping,True
NIT,CSE,B.Tech,2023-2024,5,Introduction to Trees,Elective,Trees;Arrays;Graphs;EDA;Tokenization,AWS,C++,Basic Math,Create,6,Yes,job_reverse_mapping,True
IIT,AI,B.Tech,2022-2023,7,Introduction to Linked Lists,Elective,Linked Lists;Spark;Graphs;Cloud Computing;HDFS;EDA,Java;Spark;HuggingFace,Python,Basic Math,Understand,4,Yes,job_reverse_mapping,True
IIIT,CSE,B.Tech,2023-2024,8,Foundations of Cloud Computing,Elective,Cloud Computing;Embeddings;Linked Lists;SQL;HDFS;Indexing,Spark;C++;SQL,C++,Probability,Create,3,Yes,job_reverse_mapping,True
NIT,DS,B.Tech,2023-2024,8,Applied Transformers,Core,Transformers;Data Pipelines;Clustering;Neural Networks;Normalization,TensorFlow,C++,Logic,Analyze,6,Yes,job_reverse_mapping,True
IIT,AI,B.Tech,2021-2022,6,Applied Tokenization,Core,Tokenization;Trees;RNN;Transformers,Git;NLTK;HuggingFace,Python,Discrete Math,Create,4,Yes,job_reverse_mapping,True
NIT,AI,B.Tech,2022-2023,8,Advanced Deployment,Core,Deployment;SQL;Classification;Neural Networks,Docker;TensorFlow;Pandas,Java,Discrete Math,Understand,3,Yes,job_reverse_mapping,True
IIT,DS,B.Tech,2022-2023,5,Introduction to Deployment,Elective,Deployment;Image Processing;Regression;SQL;Spark,Java;SQL;Spark,C++,Basic Math,Analyze,6,Yes,job_reverse_mapping,True
IIT,AI,B.Tech,2020-2021,7,Foundations of SQL,Core,SQL;Graphs;Visualization;CNN,AWS;Java;TensorFlow,Python,Linear Algebra,Analyze,3,Yes,job_reverse_mapping,True
NIT,CSE,B.Tech,2021-2022,4,Foundations of Clustering,Elective,Clustering;Normalization;HDFS;Classification,C++,Java,Statistics,Apply,4,No,job_reverse_mapping,True
NIT,DS,B.Tech,2019-2020,7,Applied Visualization,Core,Visualization;Neural Networks;EDA;Transformers;Deployment;Indexing,TensorFlow;SQL,Python,Linear Algebra,Analyze,6,Yes,job_reverse_mapping,True
IIIT,CSE,B.Tech,2019-2020,3,Applied Embeddings,Core,Embeddings;EDA;Tokenization,TensorFlow;Java;HuggingFace,Java,Probability,Understand,4,No,job_reverse_mapping,True
IIT,AI,B.Tech,2022-2023,8,Introduction to Cloud Computing,Core,Cloud Computing;Indexing;Trees;Regression;Arrays;Image Processing,Git;OpenCV,C++,Basic Math,Analyze,3,Yes,job_reverse_mapping,True
IIT,AI,B.Tech,2023-2024,5,Advanced Visualization,Elective,Visualization;Arrays;EDA;Spark;Tokenization,NLTK;HuggingFace,Java,Logic,Analyze,4,Yes,job_reverse_mapping,True
IIIT,CSE,B.Tech,2019-2020,7,Applied Deployment,Core,Deployment;Image Processing;Data Pipelines;Cloud Computing,Pandas;C++,C++,Logic,Understand,6,Yes,job_reverse_mapping,True
IIIT,AI,B.Tech,2021-2022,3,Foundations of Clustering,Elective,Clustering;Spark;Deployment;Regression,C++,C++,Discrete Math,Create,6,No,job_reverse_mapping,True
NIT,CSE,B.Tech,2023-2024,7,Introduction to SQL,Elective,SQL;EDA;Tokenization;Dynamic Programming;RNN;Regression,Scikit-learn,Java,Discrete Math,Apply,4,Yes,job_reverse_mapping,True
IIIT,AI,B.Tech,2021-2022,4,Foundations of Transformers,Core,Transformers;HDFS;Trees;RNN,HuggingFace;Java,Python,Discrete Math,Analyze,3,No,job_reverse_mapping,True
IIIT,DS,B.Tech,2019-2020,1,Applied Arrays,Core,Arrays;RNN;SQL,C++;HuggingFace,C++,Linear Algebra,Create,3,No,job_reverse_mapping,True
IIT,DS,B.Tech,2022-2023,4,Advanced Graphs,Elective,Graphs;Data Pipelines;Dynamic Programming;Spark;Transformers,Python;Docker;NLTK,Python,Discrete Math,Understand,6,No,job_reverse_mapping,True
NIT,CSE,B.Tech,2024-2025,2,Advanced CNN,Elective,CNN;Graphs;Transformers;Data Pipelines;Regression,Git;Python;Java,Python,Statistics,Create,4,No,job_reverse_mapping,True
IIT,AI,B.Tech,2018-2019,2,Foundations of Clustering,Core,Clustering;Transformers;Dynamic Programming;Tokenization;Classification,C++;TensorFlow,Python,Basic Math,Analyze,6,No,job_reverse_mapping,True
IIIT,AI,B.Tech,2022-2023,7,Introduction to CNN,Elective,CNN;RNN;Dynamic Programming;Normalization,Scikit-learn,Java,Discrete Math,Create,3,Yes,job_reverse_mapping,True
NIT,DS,B.Tech,2021-2022,2,Foundations of Image Processing,Core,Image Processing;Tokenization;Spark;SQL;CNN,HuggingFace;Spark,C++,Discrete Math,Analyze,6,No,job_reverse_mapping,True
IIIT,CSE,B.Tech,2023-2024,3,Introduction to Visualization,Core,Visualization;Linked Lists;Image Processing;Arrays;CNN,SQL;TensorFlow,Python,Probability,Understand,3,No,job_reverse_mapping,True
IIIT,DS,B.Tech,2018-2019,8,Foundations of Clustering,Core,Clustering;EDA;RNN;Trees,SQL;Docker;Spark,Java,Linear Algebra,Understand,4,Yes,job_reverse_mapping,True
IIIT,CSE,B.Tech,2018-2019,4,Applied Regression,Elective,Regression;SQL;Clustering;Transformers;Linked Lists,Python,Python,Basic Math,Analyze,3,No,job_reverse_mapping,True
NIT,AI,B.Tech,2023-2024,5,Foundations of EDA,Elective,EDA;Arrays;Indexing;Deployment;SQL;Neural Networks,Pandas,C++,Basic Math,Create,3,Yes,job_reverse_mapping,True
IIIT,AI,B.Tech,2023-2024,4,Advanced HDFS,Elective,HDFS;Graphs;Regression,Java;Python,Python,Basic Math,Create,4,No,job_reverse_mapping,True
IIIT,AI,B.Tech,2022-2023,5,Advanced Cloud Computing,Core,Cloud Computing;Neural Networks;Graphs;Deployment;SQL,Java,Python,Discrete Math,Create,4,Yes,job_reverse_mapping,True
NIT,DS,B.Tech,2018-2019,2,Applied Linked Lists,Elective,Linked Lists;SQL;Regression;Trees,HuggingFace;Java;SQL,Python,Linear Algebra,Create,6,No,job_reverse_mapping,True
IIT,CSE,B.Tech,2024-2025,1,Applied Deployment,Elective,Deployment;Classification;Visualization;RNN,AWS,C++,Probability,Create,3,No,job_reverse_mapping,True
IIT,AI,B.Tech,2023-2024,1,Introduction to SQL,Core,SQL;Dynamic Programming;CNN;Embeddings;Trees;Clustering,OpenCV,Java,Discrete Math,Apply,6,No,job_reverse_mapping,True
IIT,AI,B.Tech,2022-2023,5,Foundations of Dynamic Programming,Core,Dynamic Programming;Image Processing;RNN;Linked Lists,OpenCV,Python,Probability,Analyze,3,Yes,job_reverse_mapping,True
IIT,CSE,B.Tech,2019-2020,2,Foundations of Arrays,Core,Arrays;SQL;Cloud Computing;Linked Lists,HuggingFace;AWS,C++,Basic Math,Create,6,No,job_reverse_mapping,True
NIT,DS,B.Tech,2023-2024,7,Applied Data Pipelines,Elective,Data Pipelines;Spark;SQL;Normalization;Visualization,OpenCV,Python,Statistics,Create,3,Yes,job_reverse_mapping,True
NIT,CSE,B.Tech,2021-2022,6,Applied Dynamic Programming,Core,Dynamic Programming;CNN;HDFS;Visualization,PyTorch,Java,Probability,Apply,3,Yes,job_reverse_mapping,True
NIT,AI,B.Tech,2021-2022,7,Introduction to SQL,Elective,SQL;Dynamic Programming;HDFS;Transformers,PyTorch,Java,Statistics,Create,4,Yes,job_reverse_mapping,True
IIIT,DS,B.Tech,2020-2021,6,Applied Dynamic Programming,Elective,Dynamic Programming;Visualization;Embeddings;Classification;Clustering;Data Pipelines,SQL;AWS;Spark,Python,Statistics,Analyze,6,Yes,job_reverse_mapping,True
IIIT,AI,B.Tech,2020-2021,4,Foundations of Dynamic Programming,Core,Dynamic Programming;Tokenization;Graphs;Image Processing;HDFS;Normalization,Spark;Pandas,C++,Probability,Apply,6,No,job_reverse_mapping,True
IIT,AI,B.Tech,2021-2022,7,Advanced Normalization,Elective,Normalization;Arrays;EDA;Classification,AWS;OpenCV,Python,Linear Algebra,Apply,4,Yes,job_reverse_mapping,True
IIIT,DS,B.Tech,2020-2021,8,Foundations of Visualization,Core,Visualization;Dynamic Programming;Deployment;Tokenization,AWS;HuggingFace,C++,Discrete Math,Understand,3,Yes,job_reverse_mapping,True
NIT,CSE,B.Tech,2024-2025,1,Applied Trees,Elective,Trees;RNN;Transformers;Classification;Visualization,SQL,Python,Statistics,Create,4,No,job_reverse_mapping,True
IIT,DS,B.Tech,2023-2024,3,Introduction to CNN,Core,CNN;Graphs;Image Processing;Regression;Dynamic Programming,PyTorch,Python,Logic,Create,6,No,job_reverse_mapping,True
IIT,CSE,B.Tech,2020-2021,4,Introduction to Data Pipelines,Elective,Data Pipelines;Dynamic Programming;Normalization,HuggingFace,Java,Statistics,Apply,3,No,job_reverse_mapping,True
IIT,AI,B.Tech,2022-2023,6,Foundations of Cloud Computing,Core,Cloud Computing;Deployment;Regression;Normalization;Arrays;Tokenization,AWS;TensorFlow;Pandas,C++,Logic,Analyze,6,Yes,job_reverse_mapping,True
IIT,AI,B.Tech,2021-2022,3,Introduction to Data Pipelines,Core,Data Pipelines;Classification;HDFS,Scikit-learn;NLTK,Python,Logic,Create,3,No,job_reverse_mapping,True
IIT,DS,B.Tech,2020-2021,5,Advanced Embeddings,Elective,Embeddings;Neural Networks;Arrays;Tokenization,Spark;Python,Python,Probability,Create,4,Yes,job_reverse_mapping,True
IIT,DS,B.Tech,2020-2021,1,Foundations of Visualization,Core,Visualization;Deployment;Data Pipelines;Normalization;Trees,Git;C++,Java,Statistics,Apply,4,No,job_reverse_mapping,True
IIIT,AI,B.Tech,2021-2022,7,Introduction to EDA,Elective,EDA;Data Pipelines;Neural Networks,PyTorch;TensorFlow;Pandas,C++,Probability,Analyze,6,Yes,job_reverse_mapping,True
IIT,CSE,B.Tech,2019-2020,8,Advanced Neural Networks,Core,Neural Networks;Trees;Normalization;Data Pipelines;RNN,Spark;Java;C++,C++,Probability,Understand,3,Yes,job_reverse_mapping,True
NIT,DS,B.Tech,2022-2023,4,Foundations of Trees,Core,Trees;Arrays;Visualization,NLTK,Python,Basic Math,Create,6,No,job_reverse_mapping,True
IIT,CSE,B.Tech,2024-2025,6,Foundations of Spark,Core,Spark;Graphs;Linked Lists,Python;SQL;NLTK,Python,Discrete Math,Create,6,Yes,job_reverse_mapping,True
IIT,AI,B.Tech,2019-2020,4,Advanced EDA,Elective,EDA;Trees;SQL,OpenCV;Git,Python,Basic Math,Apply,4,No,job_reverse_mapping,True
IIIT,CSE,B.Tech,2020-2021,1,Foundations of Regression,Core,Regression;Embeddings;Arrays;Trees;Deployment;Classification,Python;Git,Python,Linear Algebra,Apply,4,No,job_reverse_mapping,True
NIT,CSE,B.Tech,2024-2025,4,Introduction to SQL,Elective,SQL;HDFS;Cloud Computing;CNN,PyTorch;Git;OpenCV,Java,Basic Math,Apply,6,No,job_reverse_mapping,True
IIT,DS,B.Tech,2018-2019,5,Introduction to Deployment,Core,Deployment;Regression;Trees;Linked Lists;Tokenization,Spark;NLTK,Python,Basic Math,Create,3,Yes,job_reverse_mapping,True
NIT,DS,B.Tech,2023-2024,2,Applied Cloud Computing,Elective,Cloud Computing;Deployment;Transformers;EDA;Data Pipelines,OpenCV;Java;AWS,Java,Basic Math,Create,4,No,job_reverse_mapping,True
NIT,AI,B.Tech,2021-2022,5,Introduction to RNN,Elective,RNN;Image Processing;Classification;Clustering;Cloud Computing;Regression,NLTK,Java,Statistics,Create,4,Yes,job_reverse_mapping,True
IIT,AI,B.Tech,2021-2022,3,Introduction to Visualization,Core,Visualization;Deployment;SQL;Indexing,Pandas,Java,Probability,Understand,4,No,job_reverse_mapping,True
NIT,CSE,B.Tech,2024-2025,3,Applied Cloud Computing,Elective,Cloud Computing;Regression;Classification;Graphs,PyTorch,C++,Discrete Math,Create,4,No,job_reverse_mapping,True
IIT,AI,B.Tech,2019-2020,5,Foundations of Clustering,Elective,Clustering;Classification;Tokenization;Spark;Visualization,PyTorch;Spark,C++,Discrete Math,Analyze,6,Yes,job_reverse_mapping,True
NIT,DS,B.Tech,2021-2022,5,Advanced Clustering,Elective,Clustering;Embeddings;Tokenization;Classification,Docker;C++,Python,Probability,Create,6,Yes,job_reverse_mapping,True
IIT,CSE,B.Tech,2018-2019,3,Introduction to RNN,Elective,RNN;Visualization;Transformers;EDA;Dynamic Programming,AWS;Docker,Java,Linear Algebra,Apply,4,No,job_reverse_mapping,True
IIT,CSE,B.Tech,2023-2024,4,Applied HDFS,Core,HDFS;Tokenization;Neural Networks;Image Processing;RNN,HuggingFace;TensorFlow;NLTK,Python,Logic,Apply,3,No,job_reverse_mapping,True
IIIT,AI,B.Tech,2021-2022,8,Foundations of RNN,Elective,RNN;Embeddings;Graphs,HuggingFace;Python,Python,Statistics,Analyze,3,Yes,job_reverse_mapping,True
IIT,AI,B.Tech,2021-2022,7,Advanced Deployment,Core,Deployment;Neural Networks;EDA;Dynamic Programming,Pandas;HuggingFace,Python,Discrete Math,Analyze,4,Yes,job_reverse_mapping,True
IIIT,CSE,B.Tech,2024-2025,8,Foundations of Neural Networks,Elective,Neural Networks;RNN;Tokenization;Spark,SQL;Pandas;HuggingFace,Python,Discrete Math,Apply,6,Yes,job_reverse_mapping,True
IIT,AI,B.Tech,2024-2025,5,Foundations of SQL,Core,SQL;Indexing;EDA;Arrays,Scikit-learn;SQL,Python,Basic Math,Create,3,Yes,job_reverse_mapping,True
NIT,AI,B.Tech,2020-2021,8,Foundations of Normalization,Elective,Normalization;HDFS;SQL;Image Processing,AWS,Java,Probability,Apply,6,Yes,job_reverse_mapping,True
NIT,DS,B.Tech,2022-2023,8,Introduction to Regression,Elective,Regression;Cloud Computing;Dynamic Programming;RNN;Arrays,C++,C++,Probability,Create,6,Yes,job_reverse_mapping,True
NIT,AI,B.Tech,2018-2019,7,Foundations of SQL,Core,SQL;Regression;RNN;Spark;Deployment,OpenCV,Python,Basic Math,Apply,4,Yes,job_reverse_mapping,True
NIT,AI,B.Tech,2018-2019,2,Applied Dynamic Programming,Core,Dynamic Programming;Graphs;Embeddings;Regression,SQL;Java;HuggingFace,Java,Probability,Understand,4,No,job_reverse_mapping,True
IIT,CSE,B.Tech,2021-2022,1,Applied HDFS,Core,HDFS;SQL;EDA;Dynamic Programming;Image Processing;Trees,Docker,C++,Discrete Math,Understand,3,No,job_reverse_mapping,True
IIIT,DS,B.Tech,2023-2024,4,Introduction to Linked Lists,Core,Linked Lists;Deployment;Clustering;EDA;Dynamic Programming;HDFS,TensorFlow;Spark;PyTorch,Python,Probability,Create,3,No,job_reverse_mapping,True
IIT,DS,B.Tech,2023-2024,7,Introduction to Linked Lists,Core,Linked Lists;Classification;Cloud Computing,SQL,Java,Basic Math,Understand,6,Yes,job_reverse_mapping,True
NIT,DS,B.Tech,2020-2021,3,Introduction to Classification,Core,Classification;Dynamic Programming;Image Processing;Arrays;HDFS;Spark,Scikit-learn;Git,C++,Logic,Analyze,4,No,job_reverse_mapping,True
IIIT,DS,B.Tech,2019-2020,6,Introduction to SQL,Core,SQL;Graphs;HDFS;CNN;Normalization,Docker,C++,Discrete Math,Understand,4,Yes,job_reverse_mapping,True
IIIT,CSE,B.Tech,2024-2025,2,Applied Classification,Elective,Classification;Deployment;Cloud Computing;Visualization,Scikit-learn;Pandas;NLTK,Java,Discrete Math,Apply,6,No,job_reverse_mapping,True
NIT,CSE,B.Tech,2024-2025,5,Introduction to Embeddings,Elective,Embeddings;Arrays;CNN;Classification,Pandas,Python,Probability,Create,4,Yes,job_reverse_mapping,True
IIIT,CSE,B.Tech,2022-2023,3,Foundations of Tokenization,Elective,Tokenization;Image Processing;Spark;CNN;Clustering;Trees,Java;C++;Pandas,C++,Probability,Create,4,No,job_reverse_mapping,True
NIT,CSE,B.Tech,2023-2024,3,Applied Linked Lists,Elective,Linked Lists;Transformers;Classification,SQL;PyTorch;NLTK,Python,Discrete Math,Analyze,3,No,job_reverse_mapping,True
IIT,AI,B.Tech,2018-2019,5,Advanced Neural Networks,Core,Neural Networks;Normalization;Classification;Graphs,NLTK;OpenCV;HuggingFace,C++,Discrete Math,Apply,4,Yes,job_reverse_mapping,True
IIT,AI,B.Tech,2024-2025,5,Introduction to Arrays,Core,Arrays;EDA;Cloud Computing;Tokenization;Trees,NLTK;Python;SQL,Python,Discrete Math,Create,4,Yes,job_reverse_mapping,True
IIT,AI,B.Tech,2024-2025,8,Foundations of Regression,Elective,Regression;Arrays;Cloud Computing;Linked Lists;Trees;Neural Networks,Scikit-learn;NLTK;Docker,C++,Linear Algebra,Create,3,Yes,job_reverse_mapping,True
NIT,AI,B.Tech,2023-2024,1,Introduction to Image Processing,Core,Image Processing;EDA;Tokenization;Clustering;Linked Lists;CNN,Java;AWS,Java,Basic Math,Analyze,6,No,job_reverse_mapping,True
NIT,AI,B.Tech,2022-2023,3,Advanced Visualization,Elective,Visualization;HDFS;Transformers;Indexing;Regression,PyTorch;TensorFlow;Docker,Python,Logic,Create,4,No,job_reverse_mapping,True
IIIT,CSE,B.Tech,2021-2022,2,Foundations of Dynamic Programming,Elective,Dynamic Programming;RNN;Transformers;HDFS;Normalization,HuggingFace;Git,Python,Basic Math,Apply,6,No,job_reverse_mapping,True
IIIT,DS,B.Tech,2020-2021,3,Foundations of Classification,Core,Classification;EDA;SQL;Trees,Spark;Java,Python,Discrete Math,Analyze,6,No,job_reverse_mapping,True
IIIT,AI,B.Tech,2023-2024,3,Introduction to Data Pipelines,Elective,Data Pipelines;EDA;RNN;Tokenization,TensorFlow,C++,Logic,Analyze,6,No,job_reverse_mapping,True
IIT,DS,B.Tech,2021-2022,2,Foundations of HDFS,Elective,HDFS;Normalization;Dynamic Programming;EDA,NLTK,C++,Discrete Math,Analyze,3,No,job_reverse_mapping,True
NIT,CSE,B.Tech,2024-2025,7,Advanced Classification,Core,Classification;Image Processing;HDFS;Graphs;Arrays,C++,Python,Discrete Math,Understand,4,Yes,job_reverse_mapping,True
IIT,AI,B.Tech,2021-2022,2,Introduction to Transformers,Elective,Transformers;Data Pipelines;SQL;Arrays;Spark;CNN,PyTorch;TensorFlow,Python,Logic,Understand,6,No,job_reverse_mapping,True
IIIT,DS,B.Tech,2021-2022,1,Applied RNN,Elective,RNN;Transformers;Arrays;Neural Networks;Tokenization;SQL,HuggingFace;Java;PyTorch,C++,Statistics,Understand,4,No,job_reverse_mapping,True
NIT,CSE,B.Tech,2024-2025,2,Introduction to Neural Networks,Core,Neural Networks;Image Processing;Trees;EDA;Clustering;Graphs,PyTorch;NLTK,Java,Probability,Create,3,No,job_reverse_mapping,True
IIT,DS,B.Tech,2022-2023,7,Introduction to Arrays,Core,Arrays;Data Pipelines;Dynamic Programming,Pandas;OpenCV;HuggingFace,Python,Linear Algebra,Create,4,Yes,job_reverse_mapping,True
NIT,AI,B.Tech,2023-2024,7,Advanced Neural Networks,Core,Neural Networks;Cloud Computing;Graphs,Git;Docker;Python,Python,Probability,Analyze,4,Yes,job_reverse_mapping,True
IIIT,DS,B.Tech,2018-2019,3,Advanced Classification,Elective,Classification;Tokenization;Clustering,PyTorch,C++,Probability,Apply,3,No,job_reverse_mapping,True
IIIT,DS,B.Tech,2020-2021,8,Foundations of EDA,Elective,EDA;Normalization;Graphs;Regression,Python,Python,Statistics,Analyze,6,Yes,job_reverse_mapping,True
NIT,DS,B.Tech,2021-2022,1,Introduction to HDFS,Core,HDFS;Image Processing;Graphs;Indexing;Tokenization,Scikit-learn,C++,Discrete Math,Analyze,6,No,job_reverse_mapping,True
IIT,DS,B.Tech,2020-2021,8,Advanced Embeddings,Elective,Embeddings;Clustering;Dynamic Programming;Graphs;Arrays;Regression,AWS,Python,Logic,Analyze,6,Yes,job_reverse_mapping,True
IIT,CSE,B.Tech,2020-2021,8,Advanced Data Pipelines,Core,Data Pipelines;Regression;Cloud Computing,Java;Git,Java,Linear Algebra,Create,3,Yes,job_reverse_mapping,True
IIT,AI,B.Tech,2020-2021,1,Advanced Graphs,Elective,Graphs;Embeddings;Data Pipelines,AWS;Git,C++,Statistics,Apply,3,No,job_reverse_mapping,True
IIT,CSE,B.Tech,2023-2024,8,Advanced Tokenization,Core,Tokenization;Classification;Graphs;Regression;SQL;Image Processing,OpenCV;Git;HuggingFace,C++,Statistics,Understand,6,Yes,job_reverse_mapping,True
NIT,AI,B.Tech,2019-2020,4,Foundations of HDFS,Core,HDFS;Transformers;Clustering;Neural Networks;Indexing;Linked Lists,C++;Pandas,Python,Basic Math,Analyze,4,No,job_reverse_mapping,True
IIT,CSE,B.Tech,2021-2022,4,Applied Tokenization,Elective,Tokenization;Spark;Embeddings;Indexing,Pandas;HuggingFace;OpenCV,C++,Statistics,Understand,4,No,job_reverse_mapping,True
NIT,DS,B.Tech,2018-2019,2,Applied Deployment,Elective,Deployment;HDFS;Linked Lists;Transformers,PyTorch;Scikit-learn,Python,Logic,Analyze,4,No,job_reverse_mapping,True
NIT,AI,B.Tech,2024-2025,8,Foundations of SQL,Elective,SQL;EDA;Cloud Computing;Image Processing;Spark;HDFS,HuggingFace;AWS;Python,Python,Probability,Understand,4,Yes,job_reverse_mapping,True
IIIT,CSE,B.Tech,2023-2024,5,Applied CNN,Elective,CNN;Spark;Embeddings;Clustering;RNN,Spark;SQL,C++,Probability,Create,4,Yes,job_reverse_mapping,True
IIIT,AI,B.Tech,2020-2021,7,Applied Deployment,Core,Deployment;Spark;Dynamic Programming;EDA,SQL;OpenCV,Java,Logic,Apply,3,Yes,job_reverse_mapping,True
IIIT,AI,B.Tech,2023-2024,5,Applied Classification,Core,Classification;Spark;HDFS;RNN,Spark,Java,Statistics,Analyze,6,Yes,job_reverse_mapping,True
NIT,CSE,B.Tech,2021-2022,6,Foundations of Neural Networks,Core,Neural Networks;Spark;Trees;Graphs,Pandas;Git,Java,Statistics,Create,6,Yes,job_reverse_mapping,True
NIT,AI,B.Tech,2022-2023,5,Foundations of Classification,Core,Classification;Neural Networks;Linked Lists;Indexing;HDFS;Tokenization,Java;Docker;PyTorch,C++,Discrete Math,Analyze,3,Yes,job_reverse_mapping,True
